authorization_notice_id,filing_date,patentee,address,LOC
CN305248194S,2018-10,公司,广东省,07
CN305248195S,2018-10,学校,浙江省,07
CN305248196S,2018-10,学校,浙江省,07
CN305248197S,2018-10,个人,福建省,07
CN305248198S,2018-10,个人,福建省,07
CN305248199S,2018-10,个人,福建省,07
CN305248200S,2018-10,个人,福建省,07
CN305248201S,2018-10,学校,浙江省,07
CN305248202S,2018-10,个人,福建省,07
CN305248203S,2018-10,公司,江西省,07
CN305248204S,2018-10,个人,浙江省,07
CN305248205S,2018-10,个人,广东省,07
CN305248206S,2018-10,个人,江苏省,07
CN305248207S,2018-10,公司,河北省,07
CN305248208S,2018-10,公司,河北省,07
CN305248209S,2018-10,个人,浙江省,07
CN305248210S,2018-10,公司,河北省,07
CN305248211S,2018-10,公司,河北省,07
CN305248212S,2018-10,公司,上海市,07
CN305248213S,2018-10,公司,上海市,07
CN305248214S,2018-10,公司,江西省,07
CN305248215S,2018-10,公司,江西省,07
CN305248216S,2018-10,公司,江西省,07
CN305248217S,2018-10,个人,海南省,07
CN305248218S,2018-10,公司,浙江省,07
CN305248219S,2018-10,个人,江苏省,07
CN305248220S,2018-10,个人,江苏省,07
CN305248221S,2018-10,个人,江苏省,07
CN305248222S,2018-10,个人,江苏省,07
CN305248223S,2018-10,个人,江苏省,07
CN305248224S,2018-10,个人,江苏省,07
CN305248225S,2018-10,公司,广东省,07
CN305248226S,2018-10,学校,浙江省,07
CN305248227S,2018-10,个人,浙江省,07
CN305248228S,2018-10,公司,浙江省,07
CN305248229S,2018-10,公司,浙江省,07
CN305248230S,2018-10,个人,广东省,07
CN305248231S,2018-11,公司,广东省,07
CN305248232S,2018-11,公司,福建省,07
CN305248233S,2018-11,学校,甘肃省,07
CN305248234S,2018-11,个人,浙江省,07
CN305248235S,2018-11,个人,浙江省,07
CN305248236S,2018-11,个人,浙江省,07
CN305248237S,2018-11,个人,广东省,07
CN305248238S,2018-11,个人,江苏省,07
CN305248239S,2018-11,个人,广东省,07
CN305248240S,2018-11,公司,广东省,07
CN305248241S,2018-11,个人,江苏省,07
CN305248242S,2018-11,公司,广东省,07
CN305248243S,2018-11,公司,浙江省,07
CN305248244S,2018-11,公司,浙江省,07
CN305248245S,2018-11,公司,浙江省,07
CN305248246S,2018-11,公司,上海市,07
CN305248247S,2018-11,个人,广东省,07
CN305248248S,2018-11,公司,上海市,07
CN305248249S,2018-11,研究所,江苏省,07
CN305248250S,2018-11,公司,浙江省,07
CN305248251S,2018-11,个人,陕西省,07
CN305248252S,2018-11,学校,陕西省,07
CN305248253S,2018-12,个人,浙江省,07
CN305248254S,2018-12,公司,上海市,07
CN305248255S,2018-12,个人,广东省,07
CN305248256S,2018-12,个人,广东省,07
CN305248257S,2018-12,个人,福建省,07
CN305248258S,2018-12,学校,陕西省,07
CN305248259S,2018-12,学校,陕西省,07
CN305248260S,2018-12,学校,陕西省,07
CN305248261S,2018-12,学校,陕西省,07
CN305248262S,2018-12,学校,陕西省,07
CN305248263S,2018-12,个人,陕西省,07
CN305248264S,2018-12,个人,浙江省,07
CN305248265S,2018-12,公司,湖南省,07
CN305248266S,2018-12,公司,湖南省,07
CN305248267S,2018-12,公司,湖南省,07
CN305248268S,2018-12,个人,河南省,07
CN305248269S,2018-12,公司,湖南省,07
CN305248270S,2018-12,学校,广西壮族自治区,07
CN305248271S,2018-12,学校,广西壮族自治区,07
CN305248272S,2018-12,研究所,湖北省,07
CN305248273S,2018-12,公司,安徽省,07
CN305248274S,2018-12,研究所,湖北省,07
CN305248275S,2018-12,个人,浙江省,07
CN305248276S,2018-12,学校,广东省,07
CN305248277S,2018-12,公司,浙江省,07
CN305248278S,2018-12,公司,广东省,07
CN305248279S,2018-12,个人,浙江省,07
CN305248280S,2018-12,公司,山东省,07
CN305248281S,2018-12,公司,广东省,07
CN305248282S,2018-12,个人,浙江省,07
CN305248283S,2018-12,个人,浙江省,07
CN305248284S,2018-12,个人,四川省,07
CN305248285S,2018-12,个人,江苏省,07
CN305248286S,2018-12,个人,浙江省,07
CN305248287S,2018-12,研究所,浙江省,07
CN305248288S,2018-12,研究所,浙江省,07
CN305248289S,2018-12,研究所,浙江省,07
CN305248290S,2018-12,公司,山东省,07
CN305248291S,2018-12,个人,广东省,07
CN305248292S,2018-12,学校,浙江省,07
CN305248293S,2018-12,研究所,江苏省,07
CN305248294S,2018-12,个人,广东省,07
CN305248295S,2018-12,个人,广东省,07
CN305248296S,2018-12,个人,广东省,07
CN305248297S,2019-01,个人,广东省,07
CN305248298S,2019-01,公司,浙江省,07
CN305248299S,2019-01,个人,浙江省,07
CN305248300S,2019-01,个人,浙江省,07
CN305248301S,2019-01,学校,云南省,07
CN305248302S,2019-01,个人,广东省,07
CN305248303S,2019-01,个人,广东省,07
CN305248304S,2019-01,公司,北京市,07
CN305248305S,2019-01,个人,浙江省,07
CN305248306S,2019-01,个人,广东省,07
CN305248307S,2019-01,个人,广东省,07
CN305248308S,2019-01,个人,广东省,07
CN305248309S,2019-01,研究所,吉林省,07
CN305248310S,2019-01,个人,广东省,07
CN305248311S,2019-01,公司,浙江省,07
CN305248312S,2019-01,个人,福建省,07
CN305248313S,2019-01,公司,江西省,07
CN305248314S,2019-01,公司,福建省,07
CN305248315S,2019-02,研究所,广东省,07
CN305248316S,2019-02,公司,广东省,07
CN305248317S,2019-02,个人,广西壮族自治区,07
CN305248318S,2019-02,公司,浙江省,07
CN305248319S,2019-02,个人,河北省,07
CN305248320S,2019-02,个人,河北省,07
CN305248321S,2019-02,公司,浙江省,07
CN305248322S,2019-02,公司,浙江省,07
CN305248323S,2019-02,公司,重庆市,07
CN305248324S,2019-02,个人,浙江省,07
CN305248325S,2019-02,个人,江西省,07
CN305248326S,2019-03,个人,江西省,07
CN305248327S,2019-03,公司,安徽省,07
CN305248328S,2019-03,个人,湖北省,07
CN305248329S,2019-03,学校,四川省,07
CN305248330S,2019-03,个人,广东省,07
CN305248331S,2019-03,个人,广东省,07
CN305248332S,2019-03,工厂,广东省,07
CN305248333S,2018-10,公司,美国,07
CN305248334S,2019-03,公司,广东省,07
CN305248335S,2019-03,个人,浙江省,07
CN305248336S,2019-03,公司,浙江省,07
CN305248337S,2019-03,公司,浙江省,07
CN305248338S,2019-03,公司,广东省,07
CN305248339S,2019-03,个人,广东省,07
CN305248340S,2019-03,个人,江苏省,07
CN305248341S,2019-03,公司,浙江省,07
CN305248342S,2019-03,公司,浙江省,07
CN305248343S,2019-03,公司,浙江省,07
CN305248344S,2019-03,公司,浙江省,07
CN305248345S,2019-03,公司,浙江省,07
CN305248346S,2019-04,公司,广东省,07
CN305248347S,2019-04,公司,浙江省,07
CN305248348S,2019-04,个人,广东省,07
CN305248349S,2019-04,公司,浙江省,07
CN305248350S,2019-04,公司,浙江省,07
CN305248351S,2019-05,个人,广东省,07
CN305248352S,2019-06,公司,广东省,07
CN305248353S,2019-06,公司,广东省,07
CN305248354S,2019-06,公司,广东省,07
CN305248355S,2019-06,公司,广东省,07
CN305248356S,2019-06,公司,广东省,07
CN305248357S,2019-06,公司,广东省,07
CN305248358S,2019-06,公司,广东省,07
CN305248359S,2019-06,公司,广东省,07
CN305248360S,2019-06,公司,广东省,07
CN305248361S,2019-06,公司,广东省,07
CN305248362S,2019-06,公司,广东省,07
CN305248363S,2019-06,公司,广东省,07
CN305248364S,2019-06,公司,广东省,07
CN305248365S,2019-06,公司,广东省,07
CN305248366S,2019-06,公司,广东省,07
CN305248367S,2019-06,公司,广东省,07
CN305248368S,2019-06,公司,广东省,07
CN305248369S,2019-06,公司,广东省,07
CN305248370S,2019-06,公司,广东省,07
CN305248371S,2019-06,公司,广东省,07
CN305248372S,2019-06,公司,广东省,07
CN305248373S,2019-06,公司,广东省,07
CN305248374S,2019-06,公司,广东省,07
CN305248375S,2019-06,公司,广东省,07
CN305248376S,2018-04,公司,浙江省,07
CN305248377S,2018-04,公司,浙江省,07
CN305248378S,2018-04,公司,浙江省,07
CN305248379S,2018-06,公司,浙江省,07
CN305248380S,2018-07,公司,广东省,07
CN305248381S,2018-07,公司,广东省,07
CN305248382S,2018-07,公司,广东省,07
CN305248383S,2018-07,公司,广东省,07
CN305248384S,2018-07,公司,广东省,07
CN305248385S,2018-07,公司,广东省,07
CN305248386S,2018-07,公司,广东省,07
CN305248387S,2018-07,公司,广东省,07
CN305248388S,2018-07,公司,广东省,07
CN305248389S,2018-07,研究所,广东省,07
CN305248390S,2018-07,公司,浙江省,07
CN305248391S,2018-07,公司,浙江省,07
CN305248392S,2018-07,公司,浙江省,07
CN305248393S,2018-08,研究所,广东省,07
CN305248394S,2018-08,公司,江苏省,07
CN305248395S,2018-08,公司,广东省,07
CN305248396S,2018-08,个人,广东省,07
CN305248397S,2018-08,研究所,安徽省,07
CN305248398S,2018-08,研究所,安徽省,07
CN305248399S,2018-08,研究所,安徽省,07
CN305248400S,2018-09,研究所,广东省,07
CN305248401S,2018-09,公司,广东省,07
CN305248402S,2018-09,公司,浙江省,07
CN305248403S,2018-09,公司,浙江省,07
CN305248404S,2018-09,个人,江西省,07
CN305248405S,2018-09,个人,湖南省,07
CN305248406S,2018-10,公司,广东省,07
CN305248407S,2018-10,公司,广东省,07
CN305248408S,2018-10,公司,广东省,07
CN305248409S,2018-10,公司,广东省,07
CN305248410S,2018-10,公司,广东省,07
CN305248411S,2018-10,公司,广东省,07
CN305248412S,2018-10,公司,广东省,07
CN305248413S,2018-10,公司,浙江省,07
CN305248414S,2018-10,公司,广东省,07
CN305248415S,2018-10,个人,浙江省,07
CN305248416S,2018-10,个人,浙江省,07
CN305248417S,2018-10,研究所,广东省,07
CN305248418S,2018-10,个人,广东省,07
CN305248419S,2018-11,公司,浙江省,07
CN305248420S,2018-11,公司,浙江省,07
CN305248421S,2018-11,研究所,广东省,07
CN305248422S,2018-11,个人,河北省,07
CN305248423S,2018-11,工厂,广东省,07
CN305248424S,2018-11,个人,广东省,07
CN305248425S,2018-11,学校,陕西省,07
CN305248426S,2018-11,学校,陕西省,07
CN305248427S,2018-11,公司,浙江省,07
CN305248428S,2018-11,公司,浙江省,07
CN305248429S,2018-12,公司,广东省,07
CN305248430S,2018-12,学校,陕西省,07
CN305248431S,2018-12,个人,广东省,07
CN305248432S,2018-12,研究所,浙江省,07
CN305248433S,2018-12,公司,浙江省,07
CN305248434S,2018-12,公司,意大利,07
CN305248435S,2018-12,个人,广东省,07
CN305248436S,2019-01,个人,广东省,07
CN305248437S,2019-01,公司,浙江省,07
CN305248438S,2019-01,个人,浙江省,07
CN305248439S,2019-01,学校,陕西省,07
CN305248440S,2019-01,个人,广东省,07
CN305248441S,2019-01,公司,福建省,07
CN305248442S,2019-01,研究所,浙江省,07
CN305248443S,2019-01,公司,广东省,07
CN305248444S,2019-01,公司,广东省,07
CN305248445S,2019-01,个人,韩国,07
CN305248446S,2019-01,公司,浙江省,07
CN305248447S,2019-01,公司,广东省,07
CN305248448S,2019-01,公司,广东省,07
CN305248449S,2019-01,个人,浙江省,07
CN305248450S,2019-01,个人,浙江省,07
CN305248451S,2019-02,公司,法国,07
CN305248452S,2019-02,公司,浙江省,07
CN305248453S,2019-02,个人,浙江省,07
CN305248454S,2019-02,公司,浙江省,07
CN305248455S,2019-02,公司,浙江省,07
CN305248456S,2019-02,研究所,美国,07
CN305248457S,2019-02,公司,福建省,07
CN305248458S,2019-02,公司,浙江省,07
CN305248459S,2019-03,公司,湖南省,07
CN305248460S,2019-03,学校,黑龙江省,07
CN305248461S,2019-03,个人,江西省,07
CN305248462S,2019-04,个人,浙江省,07
CN305248463S,2019-04,个人,广东省,07
CN305248464S,2019-05,公司,广东省,07
CN305248465S,2019-05,公司,广东省,07
CN305248466S,2019-05,公司,广东省,07
CN305248467S,2019-05,公司,广东省,07
CN305248468S,2018-11,公司,上海市,07
CN305248469S,2018-11,学校,陕西省,07
CN305248470S,2018-12,公司,浙江省,07
CN305248471S,2019-03,个人,广东省,07
CN305248472S,2018-05,个人,广东省,07
CN305248473S,2018-06,个人,广东省,07
CN305248474S,2018-09,个人,江西省,07
CN305248475S,2018-10,个人,浙江省,07
CN305248476S,2018-10,研究所,浙江省,07
CN305248477S,2018-11,学校,陕西省,07
CN305248478S,2018-12,个人,广东省,07
CN305248479S,2018-12,个人,广东省,07
CN305248480S,2019-01,公司,广东省,07
CN305248481S,2019-02,公司,北京市,07
CN305248482S,2019-02,公司,北京市,07
CN305248483S,2019-02,公司,北京市,07
CN305248484S,2019-02,公司,北京市,07
CN305248485S,2019-02,公司,北京市,07
CN305248486S,2019-02,公司,北京市,07
CN305248487S,2019-02,公司,北京市,07
CN305248488S,2019-02,公司,北京市,07
CN305248489S,2019-02,个人,江西省,07
CN305248490S,2019-02,个人,广东省,07
CN305248491S,2019-03,公司,北京市,07
CN305248492S,2019-03,公司,北京市,07
CN305248493S,2019-03,公司,北京市,07
CN305248494S,2019-03,学校,黑龙江省,07
CN305248495S,2019-04,公司,北京市,07
CN305248496S,2019-04,公司,北京市,07
CN305248497S,2019-04,公司,北京市,07
CN305248498S,2019-04,公司,北京市,07
CN305248499S,2019-04,公司,北京市,07
CN305248500S,2019-04,公司,北京市,07
CN305248501S,2018-07,研究所,广东省,07
CN305248502S,2018-07,研究所,广东省,07
CN305248503S,2018-08,个人,浙江省,07
CN305248504S,2018-08,个人,江苏省,07
CN305248505S,2018-08,个人,江苏省,07
CN305248506S,2018-11,个人,浙江省,07
CN305248507S,2018-12,个人,广东省,07
CN305248508S,2018-12,个人,广西壮族自治区,07
CN305248509S,2018-12,公司,江西省,07
CN305248510S,2018-12,研究所,湖北省,07
CN305248511S,2018-12,个人,浙江省,07
CN305248512S,2018-12,公司,江苏省,07
CN305248513S,2019-03,个人,河北省,07
CN305248514S,2018-08,个人,广东省,07
CN305248515S,2018-09,个人,山东省,07
CN305248516S,2018-12,学校,广西壮族自治区,07
CN305248517S,2019-03,个人,浙江省,07
CN305248518S,2019-03,个人,浙江省,07
CN305248519S,2018-10,个人,浙江省,07
CN305248520S,2018-11,公司,江苏省,07
CN305248521S,2018-11,公司,河北省,07
CN305248522S,2019-01,研究所,福建省,07
CN305248523S,2019-04,公司,浙江省,07
CN305248524S,2019-04,个人,四川省,07
CN305248525S,2019-01,个人,湖南省,07
CN305248526S,2018-10,公司,广东省,07
CN305248527S,2018-10,公司,广东省,07
CN305248528S,2018-10,个人,浙江省,07
CN305248529S,2018-11,个人,浙江省,07
CN305248530S,2018-12,个人,广东省,07
CN305248531S,2018-12,个人,广东省,07
CN305248532S,2019-03,个人,浙江省,07
CN305248533S,2019-03,个人,浙江省,07
CN305248534S,2018-08,公司,英国,07
CN305248535S,2018-10,公司,浙江省,07
CN305248536S,2018-10,公司,广东省,07
CN305248537S,2018-10,公司,浙江省,07
CN305248538S,2018-10,公司,福建省,07
CN305248539S,2018-11,研究所,广东省,07
CN305248540S,2018-11,公司,浙江省,07
CN305248541S,2019-02,个人,广东省,07
CN305248542S,2019-02,公司,福建省,07
CN305248543S,2019-04,公司,广东省,07
CN305248544S,2019-04,个人,广西壮族自治区,07
CN305248545S,2018-09,个人,浙江省,08
CN305248546S,2018-10,公司,浙江省,08
CN305248547S,2018-10,公司,浙江省,08
CN305248548S,2018-10,公司,浙江省,08
CN305248549S,2018-11,学校,广西壮族自治区,08
CN305248550S,2018-12,研究所,河北省,08
CN305248551S,2019-01,公司,日本,08
CN305248552S,2018-12,公司,日本,08
CN305248553S,2019-02,公司,江苏省,08
CN305248554S,2019-02,公司,江苏省,08
CN305248555S,2018-09,个人,广东省,08
CN305248556S,2018-09,个人,广东省,08
CN305248557S,2018-11,个人,浙江省,08
CN305248558S,2018-12,个人,广东省,08
CN305248559S,2018-12,公司,湖南省,08
CN305248560S,2019-01,个人,湖北省,08
CN305248561S,2019-02,公司,江苏省,08
CN305248562S,2019-02,公司,德国,08
CN305248563S,2019-04,公司,浙江省,08
CN305248564S,2019-02,个人,河南省,08
CN305248565S,2018-09,公司,浙江省,08
CN305248566S,2018-09,公司,江苏省,08
CN305248567S,2018-09,公司,江苏省,08
CN305248568S,2018-09,个人,浙江省,08
CN305248569S,2018-09,研究所,浙江省,08
CN305248570S,2018-11,个人,浙江省,08
CN305248571S,2018-11,公司,安徽省,08
CN305248572S,2018-12,公司,天津市,08
CN305248573S,2018-12,个人,上海市,08
CN305248574S,2018-12,个人,河北省,08
CN305248575S,2018-12,个人,河北省,08
CN305248576S,2018-12,学校,广东省,08
CN305248577S,2018-12,公司,浙江省,08
CN305248578S,2018-12,研究所,广东省,08
CN305248579S,2019-01,研究所,广东省,08
CN305248580S,2019-01,公司,江苏省,08
CN305248581S,2019-01,研究所,江苏省,08
CN305248582S,2019-01,研究所,北京市,08
CN305248583S,2019-01,个人,湖北省,08
CN305248584S,2019-02,个人,广东省,08
CN305248585S,2019-02,公司,江苏省,08
CN305248586S,2019-04,个人,福建省,08
CN305248587S,2018-09,个人,浙江省,08
CN305248588S,2018-10,个人,浙江省,08
CN305248589S,2018-10,公司,浙江省,08
CN305248590S,2018-10,公司,浙江省,08
CN305248591S,2018-11,个人,江西省,08
CN305248592S,2018-11,研究所,四川省,08
CN305248593S,2018-11,研究所,江苏省,08
CN305248594S,2018-11,研究所,浙江省,08
CN305248595S,2018-11,公司,浙江省,08
CN305248596S,2018-11,公司,浙江省,08
CN305248597S,2018-12,研究所,福建省,08
CN305248598S,2018-12,研究所,江苏省,08
CN305248599S,2018-12,个人,浙江省,08
CN305248600S,2018-12,研究所,浙江省,08
CN305248601S,2018-12,个人,广东省,08
CN305248602S,2019-01,个人,安徽省,08
CN305248603S,2019-01,个人,广东省,08
CN305248604S,2019-01,研究所,广东省,08
CN305248605S,2019-02,公司,广东省,08
CN305248606S,2019-02,公司,广东省,08
CN305248607S,2019-02,公司,福建省,08
CN305248608S,2019-02,个人,江西省,08
CN305248609S,2019-02,公司,意大利,08
CN305248610S,2019-03,公司,江苏省,08
CN305248611S,2018-07,研究所,广东省,08
CN305248612S,2018-07,研究所,广东省,08
CN305248613S,2018-07,研究所,广东省,08
CN305248614S,2018-08,公司,安徽省,08
CN305248615S,2018-09,个人,浙江省,08
CN305248616S,2018-09,个人,浙江省,08
CN305248617S,2018-10,公司,山东省,08
CN305248618S,2018-10,个人,甘肃省,08
CN305248619S,2018-10,个人,甘肃省,08
CN305248620S,2018-10,研究所,广东省,08
CN305248621S,2018-10,研究所,广东省,08
CN305248622S,2018-10,研究所,广东省,08
CN305248623S,2018-11,公司,浙江省,08
CN305248624S,2018-11,公司,浙江省,08
CN305248625S,2018-11,研究所,浙江省,08
CN305248626S,2018-11,个人,安徽省,08
CN305248627S,2018-11,研究所,江苏省,08
CN305248628S,2018-11,研究所,江苏省,08
CN305248629S,2018-11,研究所,江苏省,08
CN305248630S,2018-11,公司,浙江省,08
CN305248631S,2018-11,公司,河北省,08
CN305248632S,2018-11,研究所,江苏省,08
CN305248633S,2018-12,个人,浙江省,08
CN305248634S,2018-12,公司,浙江省,08
CN305248635S,2018-12,公司,浙江省,08
CN305248636S,2018-12,研究所,江苏省,08
CN305248637S,2018-12,个人,广东省,08
CN305248638S,2018-12,个人,广东省,08
CN305248639S,2018-12,个人,浙江省,08
CN305248640S,2018-12,个人,广东省,08
CN305248641S,2018-12,个人,江西省,08
CN305248642S,2018-12,个人,江西省,08
CN305248643S,2018-12,个人,江西省,08
CN305248644S,2018-12,研究所,江苏省,08
CN305248645S,2018-12,个人,浙江省,08
CN305248646S,2018-12,公司,广东省,08
CN305248647S,2018-12,研究所,浙江省,08
CN305248648S,2018-12,公司,浙江省,08
CN305248649S,2018-12,公司,浙江省,08
CN305248650S,2018-12,公司,浙江省,08
CN305248651S,2018-12,公司,江苏省,08
CN305248652S,2019-01,公司,浙江省,08
CN305248653S,2019-01,公司,浙江省,08
CN305248654S,2019-01,研究所,广东省,08
CN305248655S,2019-01,研究所,广东省,08
CN305248656S,2019-01,公司,浙江省,08
CN305248657S,2019-01,公司,广东省,08
CN305248658S,2019-01,公司,广东省,08
CN305248659S,2019-01,公司,浙江省,08
CN305248660S,2019-01,公司,浙江省,08
CN305248661S,2019-01,个人,安徽省,08
CN305248662S,2019-01,公司,广东省,08
CN305248663S,2019-01,个人,浙江省,08
CN305248664S,2019-01,公司,浙江省,08
CN305248665S,2019-01,公司,浙江省,08
CN305248666S,2019-01,研究所,四川省,08
CN305248667S,2019-01,公司,广东省,08
CN305248668S,2019-02,公司,广东省,08
CN305248669S,2019-02,公司,广东省,08
CN305248670S,2019-02,公司,广东省,08
CN305248671S,2019-02,公司,广东省,08
CN305248672S,2019-02,个人,广东省,08
CN305248673S,2019-02,研究所,北京市,08
CN305248674S,2019-03,公司,浙江省,08
CN305248675S,2019-04,公司,广东省,08
CN305248676S,2019-04,个人,广东省,08
CN305248677S,2019-04,公司,山东省,08
CN305248678S,2018-09,公司,广东省,08
CN305248679S,2018-09,个人,黑龙江省,08
CN305248680S,2018-09,个人,浙江省,08
CN305248681S,2018-10,研究所,浙江省,08
CN305248682S,2018-11,研究所,江苏省,08
CN305248683S,2018-11,公司,安徽省,08
CN305248684S,2018-11,公司,安徽省,08
CN305248685S,2018-11,公司,河北省,08
CN305248686S,2018-11,公司,河北省,08
CN305248687S,2018-11,个人,广东省,08
CN305248688S,2018-11,公司,广东省,08
CN305248689S,2018-11,个人,浙江省,08
CN305248690S,2018-11,公司,辽宁省,08
CN305248691S,2018-11,个人,江苏省,08
CN305248692S,2018-11,个人,江苏省,08
CN305248693S,2018-12,个人,安徽省,08
CN305248694S,2018-12,个人,江苏省,08
CN305248695S,2018-12,公司,广东省,08
CN305248696S,2018-12,个人,广东省,08
CN305248697S,2018-12,公司,北京市,08
CN305248698S,2018-12,研究所,四川省,08
CN305248699S,2018-12,工厂,重庆市,08
CN305248700S,2018-12,研究所,四川省,08
CN305248701S,2018-12,个人,安徽省,08
CN305248702S,2018-12,研究所,广东省,08
CN305248703S,2018-12,学校,广东省,08
CN305248704S,2018-12,公司,日本,08
CN305248705S,2018-12,研究所,福建省,08
CN305248706S,2018-12,个人,福建省,08
CN305248707S,2018-12,个人,福建省,08
CN305248708S,2018-12,研究所,广东省,08
CN305248709S,2018-12,公司,吉林省,08
CN305248710S,2018-12,研究所,广东省,08
CN305248711S,2018-12,公司,吉林省,08
CN305248712S,2019-01,研究所,挪威,08
CN305248713S,2019-01,公司,吉林省,08
CN305248714S,2019-01,公司,北京市,08
CN305248715S,2019-01,公司,福建省,08
CN305248716S,2019-02,公司,法国,08
CN305248717S,2019-03,研究所,广东省,08
CN305248718S,2019-03,个人,湖北省,08
CN305248719S,2019-03,个人,河南省,08
CN305248720S,2019-03,研究所,北京市,08
CN305248721S,2019-03,个人,广东省,08
CN305248722S,2019-04,个人,福建省,08
CN305248723S,2019-04,研究所,福建省,08
CN305248724S,2019-04,研究所,福建省,08
CN305248725S,2019-04,研究所,福建省,08
CN305248726S,2019-04,研究所,天津市,08
CN305248727S,2019-04,研究所,天津市,08
CN305248728S,2019-04,公司,北京市,08
CN305248729S,2019-04,个人,浙江省,08
CN305248730S,2019-04,个人,浙江省,08
CN305248731S,2018-10,公司,江西省,08
CN305248732S,2019-01,个人,江西省,08
CN305248733S,2019-02,个人,福建省,08
CN305248734S,2019-02,个人,福建省,08
CN305248735S,2019-02,个人,福建省,08
CN305248736S,2019-02,个人,福建省,08
CN305248737S,2019-02,个人,福建省,08
CN305248738S,2018-06,公司,重庆市,08
CN305248739S,2018-12,公司,浙江省,08
CN305248740S,2018-12,个人,广东省,08
CN305248741S,2019-01,公司,湖南省,08
CN305248742S,2019-01,研究所,广东省,08
CN305248743S,2019-04,公司,山东省,08
CN305248744S,2018-05,个人,北京市,09
CN305248745S,2018-05,公司,山东省,09
CN305248746S,2018-08,公司,江苏省,09
CN305248747S,2018-08,公司,四川省,09
CN305248748S,2018-08,研究所,河南省,09
CN305248749S,2018-08,个人,广东省,09
CN305248750S,2018-08,个人,河北省,09
CN305248751S,2018-08,个人,安徽省,09
CN305248752S,2018-09,公司,广东省,09
CN305248753S,2018-09,个人,吉林省,09
CN305248754S,2018-09,研究所,广东省,09
CN305248755S,2018-09,公司,广东省,09
CN305248756S,2018-09,个人,山东省,09
CN305248757S,2018-10,个人,福建省,09
CN305248758S,2018-10,公司,青海省,09
CN305248759S,2018-10,个人,广东省,09
CN305248760S,2018-11,个人,浙江省,09
CN305248761S,2018-11,个人,贵州省,09
CN305248762S,2018-11,公司,河北省,09
CN305248763S,2018-11,研究所,山东省,09
CN305248764S,2018-11,个人,贵州省,09
CN305248765S,2018-11,个人,新疆维吾尔自治区,09
CN305248766S,2018-11,公司,浙江省,09
CN305248767S,2018-11,工厂,重庆市,09
CN305248768S,2018-11,公司,浙江省,09
CN305248769S,2018-11,个人,辽宁省,09
CN305248770S,2018-11,公司,上海市,09
CN305248771S,2018-11,公司,上海市,09
CN305248772S,2018-11,个人,广东省,09
CN305248773S,2018-12,个人,吉林省,09
CN305248774S,2018-12,个人,吉林省,09
CN305248775S,2018-12,个人,吉林省,09
CN305248776S,2018-12,个人,吉林省,09
CN305248777S,2018-12,个人,吉林省,09
CN305248778S,2018-12,公司,福建省,09
CN305248779S,2018-11,个人,河北省,09
CN305248780S,2018-12,个人,广东省,09
CN305248781S,2018-12,个人,浙江省,09
CN305248782S,2018-12,个人,浙江省,09
CN305248783S,2018-12,个人,浙江省,09
CN305248784S,2018-12,个人,浙江省,09
CN305248785S,2018-12,个人,湖北省,09
CN305248786S,2018-12,公司,贵州省,09
CN305248787S,2018-12,个人,湖北省,09
CN305248788S,2018-12,研究所,湖北省,09
CN305248789S,2018-12,个人,广东省,09
CN305248790S,2018-12,公司,福建省,09
CN305248791S,2018-12,公司,四川省,09
CN305248792S,2018-12,研究所,湖北省,09
CN305248793S,2018-12,公司,山东省,09
CN305248794S,2018-12,学校,贵州省,09
CN305248795S,2018-12,公司,四川省,09
CN305248796S,2018-12,公司,四川省,09
CN305248797S,2018-12,个人,浙江省,09
CN305248798S,2018-12,个人,江西省,09
CN305248799S,2019-01,公司,韩国,09
CN305248800S,2019-01,个人,安徽省,09
CN305248801S,2019-01,公司,江西省,09
CN305248802S,2019-01,公司,贵州省,09
CN305248803S,2019-01,个人,浙江省,09
CN305248804S,2019-01,个人,浙江省,09
CN305248805S,2019-01,公司,韩国,09
CN305248806S,2019-01,公司,浙江省,09
CN305248807S,2019-01,公司,越南,09
CN305248808S,2019-01,个人,河南省,09
CN305248809S,2019-01,公司,广东省,09
CN305248810S,2019-02,个人,广西壮族自治区,09
CN305248811S,2019-02,公司,广东省,09
CN305248812S,2019-02,公司,广东省,09
CN305248813S,2019-02,公司,四川省,09
CN305248814S,2019-03,个人,广东省,09
CN305248815S,2019-03,个人,广东省,09
CN305248816S,2019-03,个人,广东省,09
CN305248817S,2019-03,公司,重庆市,09
CN305248818S,2019-03,公司,广东省,09
CN305248819S,2019-03,公司,广东省,09
CN305248820S,2019-03,学校,江苏省,09
CN305248821S,2019-03,个人,重庆市,09
CN305248822S,2019-03,公司,福建省,09
CN305248823S,2019-03,公司,福建省,09
CN305248824S,2019-03,公司,广东省,09
CN305248825S,2019-03,公司,韩国,09
CN305248826S,2019-04,个人,海南省,09
CN305248827S,2019-04,个人,北京市,09
CN305248828S,2019-04,公司,山东省,09
CN305248829S,2018-09,研究所,新疆维吾尔自治区,09
CN305248830S,2018-10,个人,河南省,09
CN305248831S,2018-11,个人,广西壮族自治区,09
CN305248832S,2018-12,研究所,安徽省,09
CN305248833S,2019-01,公司,美国,09
CN305248834S,2019-01,公司,美国,09
CN305248835S,2019-01,研究所,江苏省,09
CN305248836S,2019-01,研究所,江苏省,09
CN305248837S,2019-01,个人,广东省,09
CN305248838S,2019-01,个人,河北省,09
